source_index,true,predicted,text
56,talk.politics.misc,talk.politics.guns,"

dead? I saw David Koresh at a local 7-11......
"
59,talk.politics.guns,talk.politics.misc,"
satire \'sa-tir\ n [MF or L; MF, fr. L _satura_, _satira_, fr. (lanx)
satura full plate, medley, fr. fem. of _satur_ sated; akin to L
_satis_ enough - more at SAD](1509) 1: a literary work holding up
human vices and follies to ridicule or scorn.  2: trenchent wit,
irony, or sarcasm used to expose and discredit vice or folly.  syn see
WIT.

							spl"
62,talk.politics.guns,talk.politics.misc,"

Heavens!  Everybody but Phill is out of step!


Once again, Phill lets us all know that might makes right -- but ONLY for
the all-sacred government.
-- "
71,talk.politics.misc,talk.politics.guns,"


	When did the BATF say this? Everything I've seen from the BATF,
	from the official version to the dissident statements of BATF
	officers who conducted the raid claims that the Davidians were
	shooting at the agents long before they were within grenade 
	range. 

	Also, if the warrant is sealed, how do we know it was a 'no-knock'?  

                  _____  _____
                  \\\\\\/ ___/___________________
  Mitchell S Todd  \\\\/ /                 _____/__________________________
________________    \\/ / mst4298@zeus._____/.'.'.'.'.'.'.'.'.'.'.'.'_'_'_/
\_____        \__    / / tamu.edu  _____/.'.'.'.'.'.'.'.'.'.'.'.'.'_'_/
    \__________\__  / /        _____/_'_'_'_'_'_'_'_'_'_'_'_'_'_'_/
                \_ / /__________/
                 \/____/\\\\\\
 			 \\\\\\"
77,talk.politics.misc,talk.politics.guns,"
       Let's try that again:  Why was the BATF concerned about surprise
when they intended to serve the warrant by knocking on the door?  The
BATF appears to be inconsistant in their own description of events.

       And in any case, how does one mount an ambush if one isn't
""on alert?""


       So, were the BATF fired on before or after they left the trailers
to knock on the door to serve the warrant?  Every description I've
heard indicates the BATF did not hang around in the trailers once
they decided to open them up.

       For that matter, if they expect peaceful citizens, why come in live-
stock trailers to being with?


       Ok, just to make sure we've got this straight:  You consider
armed troops in disguised vehicles and multiple helicopters to be
used to serve search warrants on peaceful citizens.  (And just so
we don't have one of those entertaining shifts, *you* described them
as the BATF expecting them to be, peaceful.)


       I don't see how past abuses excuse present ones.  Hell, you're
not even discussing the same government. 
"
82,talk.politics.misc,talk.politics.guns,"

That has not been demonstrated.  Had he come to trial, there was a very real
possibility that Koresh would have gotten an acquittal on grounds of self-
defense.  All survivors of the debacle have sworn that the BATF shot first.


They ""rang the doorbell"" using a concussion grenade!  And if the bloody
warrants were ""legal"" then why were they _sealed_ after the fight started?
And if Koresh had declared himself a ""private state"" and was just daring the
gov't to go in, then why did he surrender last year to a local sheriff who
served a warrant _for_his_arrest_ (as opposed to the BATF search warrant,
which did not include arrest unless violations were found) by just calling
him up to tell him and then going out to collect him with his squad car?
That doesn't sound like a dictator to me, it sounds like someone who knows
he has a court battle.  Things might have gone very differently if the BATF
_had_ ""rung the doorbell"".


This is stupid.  That is no paranoid assertion, it is testamony from surviving
witnesses, and the BATF _has_ no tanks, nor am I aware of either the BATF _or_
the FBI using any until yesterday.  When they use maximum force they do just
what they did that first day that got four officers killed.


""Underarmed""?  You flabberghast me, they were loaded for bear and every
picture shows them wearing bullet-proof vests!  They were using concussion
grenades and full-auto weapons, what was missing low-yield tac-nukes?  This
is a transparent attempt to retcon a justification for the ridiculous amount
of force used, both initially and yesterday.  You should be ashamed.


They _had_ a sure-fire method: keep them bottled up and talk them to death or
surrender without giving him justification for some looney-tune religious
stunt.

Phil, I've been reading your postings for months and I'm convinced that you
will back anything, no matter how damaging it may be to yours or anyone
else's rights if you think it will hurt people you don't like.  It's people
with that attitude that set up the preconditions for the Holocaust, a process
that is in place _now_ in this country, even if the tattered, pitiful remains
of the Constitution is slowing its progress.  This isn't a Libertarian issue,
others may argue that line, but from a strictly Constitutional view of a
democratic gov't, what the FBI and BATF did was wrong, wrong, wrong, even if
their _reasons_ for trying to arrest Koresh were 100% right.  _Anything_ that
leads to the deaths of 17 children, if nothing else touches your stoney
heart, is _wrong_ no matter who pushed the button.  For God's sake, man, get
your morality back.

Larry Smith (smith@ctron.com)  No, I don't speak for Cabletron.  Need you ask?"
84,talk.politics.misc,talk.politics.guns,"Janet Reno killed the Waco children.  She is responsible for
their deaths.  She should resign immediately.  She should have 
understood that David Koresh was a madman who would do anything
against the children if he became provoked.  All the warning 
signs were there and she ignored them.  She provoked Koresh
into killing the children.

The situation in Waco was similar to a hostage situation with 
a madman holding a gun against the head of an innocent person.
In such a situation, a person who provokes the madman and causes 
him to pull the gun's trigger is responsible for the death of the
hostage.  Janet Reno blindly stumbled in there and basically
threw a tear gas container at the madman hoping that he would
release the hostage.  It's no surprise that the madman would
pull the trigger in response to that kind of provocation.
"
89,talk.politics.misc,talk.politics.guns,"

      Give ME a break, chum.  Are you telling me that Clinton and
      Reno DID NOT KNOW that the BATF actions were ILLEGAL, adn
      in VIOLATION of their warrant?


"
106,talk.politics.misc,talk.politics.guns,"Sorry, but I just wanted to be the first hypocrite to say it. I hope
I'm not too late. Has everyone been watching their local/national
politicians?

Rick
"
108,talk.politics.misc,talk.politics.guns,"The White House

Office of the Press Secretary
-----------------------------------------------------------------

For Immediate Release                             April 19, 1993



                  STATEMENT OF PRESIDENT CLINTON


I am deeply saddened by the loss of life in Waco today.  My 
thoughts and prayers are with the families of David Koresh's 
victims.

The law enforcement agencies involved in the Waco siege 
recommended the course of action pursued today.  The Attorney 
General informed me of their analysis and judgment and 
recommended that we proceed with today's action given the risks 
of maintaining the previous policy indefinitely.  I told the 
Attorney General to do what she thought was right, and I stand by 
that decision. "
115,talk.politics.misc,talk.politics.guns,"Yesterday, the FBI was saying that at least three of the bodies had
gunshot wounds, indicating that they were shot trying to escape the
fire.  Today's paper quotes the medical examiner as saying that there
is no evidence of gunshot wounds in any of the recovered bodies.

At the beginning of this siege, it was reported that while Koresh
had a class III (machine gun) license, today's paper quotes the
government as saying, no, they didn't have a license.

Today's paper reports that a number of the bodies were found with
shoulder weapons next to them, as if they had been using them while
dying -- which doesn't sound like the sort of action I would expect
from a suicide.

Our government lies, as it tries to cover over its incompetence
and negligence.  Why should I believe the FBI's claims about
anything else, when we can see that they are LYING?

This system of government is beyond reform."
116,talk.politics.misc,talk.politics.guns,"




I have indeed heard of Pythagoras, but I don't know that he was ever
disparaged as a ""bean eater"".  In the American Southwest and West
(e.g., Texas, California, Colorado), the term ""bean eater"" is
sometimes used as a slur against those of Hispanic heritage (generally
Mexicans, in those parts) -- much like how the Irish in the Northeast
are perceived (by some) as voracious beer guzzlers."
128,talk.politics.misc,talk.politics.mideast,"1. Withdraw
2. leave the people in the compund to lead their lives as they choose.
3. prosecute the BAFT agents for murder

-- "
136,talk.politics.misc,talk.politics.guns,"\input amstex
\documentstyle{amsppt}
\pagewidth{6.5in}
\magnification=1200
\pageheight{7.5in}
\
\title {Letter to the Editor} \endtitle
\author {Matthew L. Fante} \endauthor
\date {April 20, 1993} \enddate
\endtopmatter

pull back the heavens and show you my anger?! ... fear me.''  The 51 day
standoff between federal agents and the Branch Davidians ended on April 19
in what appeared to be a mass suicide by fire.  Now that the multi-million
dollar standoff is over, a few things remain: cleaning up the mess, and
assigning blame.

\

From the onset of the April 19 tear gas attacks by federal agents, President
Clinton already started passing the buck by saying ``Talk to the attorney
general or the FBI... I knew it was going to be done, but the decision was
{\it entirely theirs}.  {\it They} made the tactical decision.'' Enter
Attorney General Janet Reno.  After most of the Branch Davidians died,
Reno said she took ``full responsibility'' for the decision.  ``I approved
the plan'' she said adding that she ``did not advise him [Clinton] as to the
details.''  In fact, she told Clinton that it was ``the best way to go.''
As the fire was roaring through the Branch Davidian's compound Clinton said
that he was ``deeply sadened by the loss of life'' and in the same breath that
``the law enforcement agencies involved in the Waco siege recommended the
course of action pursued today.''  Later he went on to say ``I stand by that
[Reno's] decision.''

\

How did this all begin?  At 0930 on February 28 agents of the Bureau of
Alcohol, Tobacco and Firearms (BATF) launched a full-scale, high-profile
assault on the Branch Davidian's compound.  This raid was much
more than an assault on a group suspected of possessing illegal weapons.  The
assault was a planned media circus used as a propaganda device of the BATF
to show their might and just purpose.

\

At the onset of the ``no-knock'' raid, gaggles of heavily armed BATF agents
made their way inside the compound without identifying themselves or state
that they had a warrant until long after the shooting began.
Silently, the agents made their way to the compound's buildings and started
their ``search'' by charging at the buildings and throwing concussion grenades
and ordering the cult members to come out of the buildings.

\

If unknown persons dressed in black ninja costumes and combat fatigues
were to attack you, throwing grenades and brandishing firearms, would you not
assume that these people are criminals and attempt to defend yourself?  The
tactics employed by the BATF provoked the battle.

\

The initial assualt by the BATF was not successful.  Unfortunately, lives
were lost on both sides.  But, had the assault been a success, the liberal
media would have praised the BATF by showing the footage of BATF agents
carting away a bunch of gun-wielding religious nuts.  Of course, any
violation of the cult's rights would have been overlooked and the media
would proclaim America's fortune in having super-cop organizations like the
BATF that can systematically ``take out'' terroristic groups such as the
Branch Davidians.

\

As far as I can see, the BATF and the FBI dropped the ball - just like
Philadelphia did in the 1985 MOVE crisis which left 11 dead, 250 homeless,
and a city block razed.
It appears that the BATF has adopted the shoot-first tactic of no-knock
raids to execute search warrants.  Don't let the BATF convince you that
the no-knock raid was justified.  No-knock assaults make sense when looking
for, say, drugs that can easily be hidden or disposed of in a few seconds.
The BATF was looking for illegal weapons, not drugs that could be hidden or
flushed down the toilet in a matter of a few seconds.  What ever happened to
``This is the police!  You are surrounded...''?  {\it This policy of no-knock
raids, by federal and local agencies, should be restricted}.  Further, the use
of military firepower against presumed innocent citizens is a very scary idea,
and is why the Davidians were justified in using lethal force to ensure that
their fourth ammendment rights [``the right of the people to be secure in
their persons, houses, papers, and effects, against unreasonable searches
and seizures''] are not denied.

\

\

\

\noindent Matthew L. Fante \newline
\end











-- 
____________________________________________________________________
Matthew Fante
mlf3@Lehigh.EDU             For a good prime call 2^756839 - 1"
138,talk.politics.misc,talk.politics.guns,"THE WHITE HOUSE

                    Office of the Press Secretary
______________________________________________________________
For Immediate Release                             April 20, 1993     

	     
                       REMARKS BY THE PRESIDENT
            IN QUESTION AND ANSWER SESSION WITH THE PRESS 


                           The Rose Garden


1:36 P.M. EDT
	     
	     
	     THE PRESIDENT:  On February the 28th, four federal 
agents were killed in the line of duty trying to enforce the law 
against the Branch Davidian compound, which had illegally stockpiled 
weaponry and ammunition, and placed innocent children at risk.  
Because the BATF operation had failed to meet its objective, a 51-day 
standoff ensued.  
	     
	     The Federal Bureau of Investigation then made every 
reasonable effort to bring this perilous situation to an end without 
bloodshed and further loss of life.  The Bureau's efforts were 
ultimately unavailing because the individual with whom they were 
dealing, David Koresh, was dangerous, irrational, and probably 
insane.      

	     He engaged in numerous activities which violated both 
federal law and common standards of decency.  He was, moreover, 
responsible for the deaths and injuries which occurred during the 
action against the compound in February.  Given his inclination 
towards violence and in an effort to protect his young hostages, no 
provocative actions were taken for more than seven weeks by federal 
agents against the compound.  
	     
	     This weekend I was briefed by Attorney General Reno on 
an operation prepared by the FBI, designed to increase pressure on 
Koresh and persuade those in the compound to surrender peacefully.  
The plan included a decision to withhold the use of ammunition, even 
in the face of fire, and instead to use tear gas that would not cause 
permanent harm to health, but would, it was hoped, force the people 
in the compound to come outside and to surrender.
	     
	     I was informed of the plan to end the siege.  I 
discussed it with Attorney General Reno.  I asked the questions I 
thought it was appropriate for me to ask.  I then told her to do what 
she thought was right, and I take full responsibility for the 
implementation of the decision.  
	     
	     Yesterday's action ended in a horrible human tragedy.  
Mr. Koresh's response to the demands for his surrender by federal 
agents was to destroy himself and murder the children who were his 
captives, as well as all the other people who were there who did not 
survive.  He killed those he controlled, and he bears ultimate 
responsibility for the carnage that ensued.
	     
	     Now we must review the past with an eye towards the 
future.  I have directed the United Stated Departments of Justice and 
Treasury to undertake a vigorous and thorough investigation to 
uncover what happened and why, and whether anything could have been 
done differently.  I have told the departments to involve independent 
professional law enforcement officials in the investigation.  I 
expect to receive analysis and answers in whatever time is required 
to complete the review.  Finally, I have directed the departments to 
cooperate fully with all congressional inquiries so that we can 
continue to be fully accountable to the American people.
	     
	     I want to express my appreciation to the Attorney 
General, to the Justice Department, and to the federal agents on the 
front lines who did the best job they could under deeply difficult 
circumstances.  
	     
	     Again, I want to say as I did yesterday, I am very sorry 
for the loss of life which occurred at the beginning and at the end 
of this tragedy in Waco.  I hope very much that others who will be 
tempted to join cults and to become involved with people like David 
Koresh will be deterred by the horrible scenes they have seen over 
the last seven weeks.  And I hope very much that the difficult 
situations which federal agents confronted there and which they will 
be doubtless required to confront in other contexts in the future 
will be somewhat better handled and better understood because of what 
has been learned now.
	     
	     Q	  Mr. President, can you, first of all, tell us why, 
after 51 days, you decided --
	     
	     Q	  Mr. President, can you describe for us what it is 
that Janet Reno outlined to you in your 15-minute phone conversation 
with --
	     
	     THE PRESIDENT:  I can't hear you both.  If one will go 
first and then the other.
	     
	     Q	  Sorry.  Can you describe what Janet Reno --
	     
	     Q	  Mr. President --
	     
	     THE PRESIDENT:  I'll answer both your questions, but I 
can't do it at once.
	     
	     Q	  Can you describe what she told you on Sunday about 
the nature of the operation and how much detail you knew about it?
	     
	     THE PRESIDENT:  Yes.  I was told by the Attorney General 
that the FBI strongly felt that the time had come to take another 
step in trying to dislodge the people in the compound.  And she 
described generally what the operation would be -- that they wanted 
to go in and use tear gas which had been tested not to cause 
permanent damage to adults or to children, but which would make it 
very difficult for people to stay inside the building.  And it was 
hoped that the tear gas would permit them to come outside.  
	     
	     I was further told that under no circumstances would our 
people fire any shots at them even if fired upon.  They were going to 
shoot the tear gas from armored vehicles which would protect them and 
there would be no exchange of fire.  In fact, as you know, an awful 
lot of shots were fired by the cult members at the federal officials.  
There were no shots coming back from the government side.
	     
	     I asked a number of questions.  The first question I 
asked is, why now?  We have waited seven weeks; why now?  The reasons 
I was given were the following:
	     
	     Number one, that there was a limit to how long the 
federal authorities could maintain with their limited resources the 
quality and intensity of coverage by experts there.  They might be 
needed in other parts of the country.
	     
	     Number two, that the people who had reviewed this had 
never seen a case quite like this one before, and they were convinced 
that no progress had been made recently and no progress was going to 
be made through the normal means of getting Koresh and the other cult 
members to come out.  
	     
	     Number three, that the danger of their doing something 
to themselves or to others was likely to increase, not decrease, with 
the passage of time.
	     
	     And number four, that they had reason to believe that 
the children who were still inside the compound were being abused 
significantly, as well as being forced to live in unsanitary and 
unsafe conditions.
	     
	     So for those reasons, they wanted to move at that time.  
The second question I asked the Attorney General is whether they had 
given consideration to all of the things that could go wrong and 
evaluated them against what might happen that was good.  She said 
that the FBI personnel on the scene and those working with them were 
convinced that the chances of bad things happening would only 
increase with the passage of time.
	     
	     The third question I asked was, has the military been 
consulted?  As soon as the initial tragedy came to light in Waco, 
that's the first thing I asked to be done, because it was obvious 
that this was not a typical law enforcement situation.  Military 
people were then brought in, helped to analyze the situation and some 
of the problems that were presented by it.   And so I asked if the 
military had been consulted.  The Attorney General said that they 
had, and that they were in basic agreement that there was only one 
minor tactical difference of opinion between the FBI and the military 
-- something that both sides thought was not of overwhelming 
significance.
	     
	     Having asked those questions and gotten those answers, I 
said that if she thought it was the right thing to do, that she 
should proceed and that I would support it.  And I stand by that 
today.
	     
	     Q	  Mr. President --
	     
	     THE PRESIDENT:  Wait.  Go ahead.
	     
	     Q	  Can you address the widespread perception --
reported widely, television, radio and newspapers -- that you were 
trying somehow to distance yourself from this disaster?
	     
	     THE PRESIDENT:  No, I'm bewildered by it.  The only 
reason I made no public statement yesterday -- let me say -- the only 
reason I made no public statement yesterday is that I had nothing to 
add to what was being said and I literally did not know until rather 
late in the day whether anybody was still alive other than those who 
had been actually seen and taken to the hospital or taken into 
custody.  It was purely and simply a question of waiting for events 
to unfold.  
	     
	     There was -- I have -- I can't account for why people 
speculated one way or the other, but I talked to the Attorney General 
on the day before the action took place.  I talked to her yesterday.  
I called her again late last night after she appeared on the Larry 
King Show, and I talked to her again this morning.  A President -- it 
is not possible for a President to distance himself from things that 
happen when the federal government is in control.
	     
	     I will say this, however.  I was, frankly, surprised 
would be a mild word, to say that anyone that would suggest that the 
Attorney General should resign because some religious fanatics 
murdered themselves.  (Applause.)  
	     
	     I regret what happened, but it is not possible in this 
life to control the behavior of others in every circumstance.  These 
people killed four federal officials in the line of duty.  They were 
heavily armed.  They fired on federal officials yesterday repeatedly, 
and they were never fired back on.  We did everything we could to 
avoid the loss of life.  They made the decision to immolate 
themselves.  And I regret it terribly, and I feel awful about the 
children.  
	     
	     But in the end, the last comment I had from Janet Reno, 
is when -- and I talked to her on Sunday -- I said, now, I want you 
to tell me once more why you believe -- not why they believe -- why 
you believe we should move now rather than wait some more.  And she 
said, it's because of the children.  They have evidence that those 
children are still being abused and that they're in increasingly 
unsafe conditions, and that they don't think it will get any easier 
with time -- with the passage of time.  I have to take their word for 
that.  So that is where I think things stand.
	     
	     Q	  Can we assume then that you don't think this was 
mishandled in view of the outcome, that you didn't run out of 
patience?  And if you had it to do over again, would you really 
decide that way?
	     
	     THE PRESIDENT:  No -- well, I think what you can assume 
is just exactly what I announced today.  This is a -- the FBI has 
done a lot of things right for this country over a long period of 
time.  This is the same FBI that found the people that bombed the 
World Trade Center in lickety-split, record time.  We want an inquiry 
to analyze the steps along the way.  Is there something else we 
should have known?  Is there some other question they should have 
asked?  Is there some other question I should have asked?  Can I say 
for sure that no one -- that we could have done nothing else to make 
the outcome come different?  I don't know that.  That's why I want 
the inquiry and that's why I would like to make sure that we have 
some independent law enforcement people, not political people, but 
totally non-political, outside experts who can bring to bear the best 
evidence we have.  
	     
	     There is, unfortunately, a rise in this sort of 
fanaticism all across the world.  And we may have to confront it 
again.  And I want to know whether there is anything we can do, 
particularly when there are children involved.  But I do think it is 
important to recognize that the wrong-doers in this case were the 
people who killed others and then killed themselves.
	     
	     Q	  Mr. President, were there any other options 
presented to you for resolving this situation at any point from 
February 28th until yesterday?
	     
	     THE PRESIDENT:  Well, yes, I got regular reports all 
along the way.  There were lots of other options pursued.  If you go 
back -- you all covered it very well.  The FBI -- you did a very good 
job of it.  I mean, the FBI and the other authorities there pursued 
any number of other options all along the way, and a lot of them 
early on seemed to be working.  Some of the children got out, some of 
the other people left.  There was a -- at one point, there seemed to 
be some lines of communication opening up between Koresh and the 
authorities.  And then he would say things and not do them and things 
just began to spin downward.  
	     
	     Whether there were other -- in terms of what happened 
yesterday, the conversation I had with the Attorney General did not 
involve other options except whether we should take more time with 
the present strategy we were pursuing -- because they said they 
wanted to do this, because they thought this was the best way to get 
people out of the compound quickly before they could kill themselves.  
That's what they thought.
	     
	     Q	  Did the government know that the children did not 
have gas masks?
	     
	     Q	     congressional hearings once the situation -- are 
you in agreement with that?
	     
	     THE PRESIDENT:  That's up to the Congress.  They can do 
whatever they want.  But I think it's very important that the 
Treasury and Justice Departments launch this investigation and bring 
in some outside experts.  And as I said in my statement, if any 
congressional committees want to look into it, we will fully 
cooperate.  There is nothing to hide here.  This was probably the 
most well-covered operation of its kind in the history of the 
country.
	     
	     Go ahead, Sarah.
	     
	     Q	  There are two questions I want to ask you.  The 
first is, I think that they knew very well that the children did not 
have gas masks while the adults did, so the children had no chance 
because this gas was very -- she said it was not lethal, but it was 
very dangerous to the children and they could not have survived 
without gas masks.  And on February 28th -- let's go back -- didn't 
those people have a right to practice their religion?
	     
	     THE PRESIDENT:  They were not just practicing their 
religion, they were -- the Treasury Department believed that they had 
violated federal laws, any number of them.
	     
	     Q	  What federal laws --
	     
	     THE PRESIDENT:  Let me go back and answer -- I can't 
answer the question about the gas masks, except to tell you that the 
whole purpose of using the tear gas was that it had been tested; they 
were convinced that it wouldn't kill either a child or an adult but 
it would force anybody that breathed it to run outside.  And one of 
the things that I've heard -- I don't want to get into the details of 
this because I don't know -- but one of the things that they were 
speculating about today was that the wind was blowing so fast that 
the windows might have been opened and some of the gas might have 
escaped and that may be why it didn't have the desired effect.  
	     
	     They also knew, Sarah, that there was an underground 
compound -- a bus buried underground where the children could be 
sent.  And they were -- I think they were hoping very much that if 
the children were not released immediately outside that the humane 
thing would be done and that the children would be sent someplace 
where they could be protected.  
	     
	     In terms of the gas masks themselves, I learned 
yesterday -- I did not ask this fact question before -- that the gas 
was supposed to stay active in the compound longer than the gas masks 
themselves were to work.  So that it was thought that even if they 
all had gas masks, that eventually the gas would force them out in a 
nonviolent, nonshooting circumstance.
	     
	     MS. MYERS:  Last question.
	     
	     Q	  Mr. President, why are you still saying that --
	     
	     Q	  Could you tell us whether or not you ever asked 
Janet Reno about the possibility of a mass suicide?  And when you 
learned about the actual fire and explosion what went through your 
mind during those horrendous moments?
	     
	     THE PRESIDENT:  What I asked Janet Reno is if they had 
considered all the worse things that could happen.  And she said --
and, of course, the whole issue of suicide had been raised in the 
public -- he had -- that had been debated anyway.  And she said that 
the people who were most knowledgeable  about these kinds of issues 
concluded that there was no greater risk of that now than there would 
be tomorrow or the next day or the day after that or at anytime in 
the future.  That was the judgment they made.  Whether they were 
right or wrong, of course, we will never know. 
	     
	     What happened when I saw the fire, when I saw the 
building burning?  I was sick.  I felt terrible.  And my immediate 
concern was whether the children had gotten out and whether they were 
escaping or whether they were inside, trying to burn themselves up.  
That's the first thing I wanted to know.  
	     
	     Thank you.
	     
	     Q	  Mr. President, why are you still saying it was a 
Janet Reno decision?  Isn't it, in the end, your decision?
	     
	     THE PRESIDENT:  Well, what I'm saying is that I didn't 
have a four- or five-hour, detailed briefing from the FBI.  I didn't 
go over every strategic part of it.  It is a decision for which I 
take responsibility.  I'm the President of the United States and I 
signed off on the general decision and giving her the authority to 
make the last call.  When I talked to her on Sunday, some time had 
elapsed.  She might have made a decision to change her mind.  I said, 
if you decide to go forward with this tomorrow, I will support you. 
And I do support her.  
	     
	     She is not ultimately responsible to the American 
people; I am.  But I think she has conducted her duties in an 
appropriate fashion and she has dealt with this situation I think as 
well as she could have.  
	     
	     Thank you.  (Applause.)"
156,talk.politics.guns,talk.politics.mideast,"==========================================================================
  Yes, we do have a beautiful country. And I enjoy it.  Most of all, I
  enjoy the thought that I have the means and can exercise my rights
  to defend me and mine. 
 
  And I want to thank all of you good folks, like Prescod, who remind me
  of what I have.  Along this line, I watched a documentary on one of the
  Nazi concentration camps.  Stacks and stacks of bodies.  There were scenes
  of Hitler speechifying, and what struck me, was the reverence and adoration
  on the faces of the people in the crowds.  I guess they were happy that
  Hitler had implemented full gun control and was taking care of the Jewish
  problem all at the same time."
157,talk.politics.misc,talk.politics.guns,"I heard the other day that Rush has gotten together with Tammy Faye Baker.
  They were crawling in bed the other night and Rush's feet brushed up against
  Tammy's legs.  ""God! your feet are cold"" she said.  Rush looked back at here
  and said, ""Tammy honey, I told you when we're alone you can just call me
  Rush.""  


  Ba dump Bump!  pishhhhh"
160,talk.politics.misc,talk.politics.mideast,"The word some sums it up, alot of scientist have concluded that without a
doubt Global Climate will/is occur(ring) and should be dealt with by source
reductions.  This includes making sure that the ""price"" of fossil fuels
reflects their ""true costs""."
164,talk.politics.mideast,talk.politics.guns,"



Your doubts are unsubstantiated, have some faith in us..




Yes I agree..  Lets say I call my self a XXX.  I go and shoot your family 
in cold blood.  Does that mean that XXX is responsible? No.  I am.
People tend to associate others with color/creed/etc.. it is a form of racism.




"
165,talk.politics.misc,talk.politics.guns,"

Were.

In urban areas."
167,talk.politics.misc,talk.politics.guns,"
""Personal gain"": for his own monetary advantage.  I don't think
anyone would dispute that he both violated his oath of office, and
abused his powers.  But that's not for personal gain.
"
