source_index,true,predicted,text
754,talk.politics.misc,talk.politics.mideast,"In the hopes of adding a little life to, what seems to be, the
same old debates, I would like to add a few bits of info and ask for
comments.

1) A couple days ago the headlines were splashed with stories of proof
   that the North Vietnamese had held U.S. hostages after the war ended.
	Way back in today's newspaper (Page A7 of San Francisco Chronicle)
   there is an article about the document that held the proof.
	[used without permission]

	""The document, which was discovered in the archives of the Soviet
    Communist Party in Moscow, is a Russian translation of what is described
    as a September 1972 report prepared for the Vietnam Politburo by General
    Tran Van Quang, who is identified as the deputy chief of staff of the
    North Vietnamese army.""
         [later on in the article after it talks about the claim of 1,205
           Americans in North Vietnamese prisons]
	""Phong said the easiest way to prove that the document is a 
    fabrication is to review Quang's career. In 1972, he said, Quang was 
    not deputy chief of staff; he was the army commander in Military Region 4
    in central Vietnam.""

2) I heard on the radio that the Church of Scientology has filed for 
   bankrupcy becuase the employees of Cocolat , owned by CoS, filed a 
   class action suit against them for requiring the employees to pay dues
   to become members of the Church. Anyone heard more about this?

3) Micheal Jackson went into business with Micheal Milken. No lie.

------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams  "
360,talk.politics.mideast,talk.politics.guns,"

And anyone who doesn't agree with you is, by your own definitions, a
""useless fart"".  Just like any text that disputes your own ""findings""
is always described as ""flawed"" or ""biased"".  In other words, you
trumpet the things you like and dismiss those that might embarass you.
We've seen you play these games here for a long time.

One thing is for sure: When it comes to ""useless farts"", you sure know 
what you're talking about.
"
1016,talk.politics.misc,talk.politics.guns,"
actually,  teh D means the registered driver has diplomatic immunity.
That means they can do as they damn well please on the roads, and you
have only God as your protection.   

The state Department Issues Saa-XXX  plates for personnel  who work
at the embassies but haven't been granted  immunity.  Most embassies
have restricted parking for embassy personell  street side.  

The S plates allow them to use  those parking areas as well as the
restricted lots at National and State dept,  without a lot of crap."
995,talk.politics.misc,talk.politics.guns,"
Who compared Quayle to Gore?  Mark said he had never heard of any incident
in which the thrower of the ceremonial ball had been booed before.  I mentioned
another incident.  (And if the media had a liberal bias, I'm sure he would
have heard of the Quayle incident.)

If I was to compare Quayle to anyone, it most likely would be Elmer Fudd.

"
1260,talk.politics.misc,talk.politics.guns,"




OK, I admit I have no hard data on this. Why don't you help me with this?
If you would compile a commented list of all grants, un-repaid loans (if any),
and direct aid, I'd be very interested to see it. If you could give me
references from, for example, Congressional Budget Authorization Hearings,
I could look them up here and I'd be happy to post a verification of your
data.

Otherwise, I'll try my hand at this, but unfortunately I won't have sufficient
time available until the end of this month, so the results would be delayed.

Let me know if you're interested in doing this.

___Samuel___
Mossad Special Agent ID314159
Media Spiking and Mind Control Division
Los Angeles Offices"
1069,talk.politics.mideast,talk.politics.misc,"Mr. Freeman:

Please find something more constructive to do with your time rather
than engaging in fantasy..... Not that I have a particular affinty
to Arafat or anything.

John

"
1081,talk.politics.mideast,talk.politics.guns,"


[ ... questions omitted ... ]


Funny you should mention it, but I've heard these questions time
and again, also.  Why just the other day, a couple neo-Nazis by
UCLA were passing out literature like this.
Cheers,
Steve"
599,talk.politics.guns,talk.politics.mideast,"If one reasons that the United States of America at one time represented 
and protected freedom << individual liberty and personal responsibility >> 
(and I do, in fact, think that this is true) and that totalitarianism << 
absolute government control and tyranny >> represents freedom's opposite 
(which it does), did the USA really win the cold war?

Standard disclaimers ALWAYS apply!

----------------
Graham K. Glover
----------------"
1503,talk.politics.misc,talk.politics.guns,"
Do they have a history of working in massage parlors, and telling
co-workers there that they are prostitutes?  Do they frequent truck
stop parking lots at 4:00 AM, without ID on any sort?
"
779,talk.politics.guns,talk.politics.misc,"Today's atrocity in Waco has finally impelled me to start working on
something I've been thinking about for some time.  Over the last few
years I have heard of one case after another of government running
completely amok.  Unfortunately, most people are oblivious of the
government's crimes and still think of it as their protector.  So I
intend to put together what I call the ""American Horror File"": a
compilation of cases where the American government has run roughshod
over the rights of its citizens over the last few years, focusing
especially on deaths and injuries resulting from no-knock warrants,
and financial ruin to innocents resulting from civil forfeiture laws,
but including any other cases for which I can find decent
documentation.  I hope to make people blood-boiling, artery-bursting,
red-hot enraged at their government.

The end result will probably be a book in electronic form (ASCII text
and postscript files) detailing the government's crimes of recent
years.  This book will be distributed at cost, and I will encourage
people to post copies to BBS's, send copies on disk to friends, and
print out copies and give them to neighbors.

This is a call for your help.  Any information that you can send me on
how government is running amok will be greatly appreciated.  I would prefer
information that is well-documented, with sources given, about specific
instances of governmental abuses.  I also welcome anyone who wants to
join me in collecting and researching information for this project.
"
915,talk.politics.guns,talk.politics.misc,"
They'd probably quote Montesque (sp?) who was once asked if Russia
was likely to become a democracy any time soon: ""No, because
Russia is a nation of slaves and the people get what they deserve.""
Since he said that, Russia has changed a great deal. But so, 
unfortunately have other nations."
1182,talk.politics.mideast,talk.politics.guns,"

I'm sure the Federal Bureau of Investigation (fbi.gov on the Internet) is going
to *love* reading your incitement to murder.
"
